what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.1.104.v200802070330,org.eclipse.wst.common.emfworkbench.integration,1204565605479
started,bundle,org.eclipse.wst.common.modulecore,1.1.103.v200802010301,org.eclipse.wst.common.modulecore,1204565605489
started,bundle,org.eclipse.wst.validation,1.1.103.v200802151211,org.eclipse.wst.validation,1204565605526
started,bundle,org.eclipse.jst.j2ee,1.1.105.v200802130100,org.eclipse.jst.j2ee,1204565605555
started,bundle,org.eclipse.wst.web,1.1.202.v200802150245,org.eclipse.wst.web,1204565605567
activated,view,org.eclipse.jdt.ui,3.4.0.v20080207-0800,org.eclipse.jdt.callhierarchy.view,1204565607904
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080207-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1204565611775
activated,view,org.eclipse.jdt.ui,3.4.0.v20080207-0800,org.eclipse.jdt.callhierarchy.view,1204565614119
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080207-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1204565617320
activated,view,org.eclipse.jdt.ui,3.4.0.v20080207-0800,org.eclipse.jdt.callhierarchy.view,1204565628436
activated,editor,org.eclipse.jdt.ui,3.4.0.v20080207-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1204565632029
executed,command,org.eclipse.jdt.ui,3.4.0.v20080207-0800,org.eclipse.jdt.ui.edit.text.java.toggle.comment,1204565635554
executed,command,org.eclipse.ui,3.4.0.I20080207-1300,org.eclipse.ui.file.save,1204565635900
started,bundle,org.eclipse.wst.xsd.core,1.1.300.v200802062320,org.eclipse.wst.xsd.core,1204565636045
started,bundle,org.eclipse.wst.wsdl.validation,1.1.201.v200802062359,org.eclipse.wst.wsdl.validation,1204565636091
started,bundle,org.eclipse.jst.j2ee.jca,1.1.104.v200711102215,org.eclipse.jst.j2ee.jca,1204565636187
started,bundle,org.eclipse.wst.sse.ui,1.1.0.v200802081015,org.eclipse.wst.sse.ui,1204565636239
started,bundle,org.eclipse.jst.jsf.common,1.0.1.v20080205,org.eclipse.jst.jsf.common,1204565636277
started,bundle,org.eclipse.wst.html.ui,1.0.300.v200801310255,org.eclipse.wst.html.ui,1204565636282
started,bundle,org.eclipse.wst.dtd.core,1.1.200.v200801170608,org.eclipse.wst.dtd.core,1204565636299
started,bundle,org.eclipse.jst.j2ee.ejb,1.1.104.v200802130100,org.eclipse.jst.j2ee.ejb,1204565636352
started,bundle,org.eclipse.wst.wsi.ui,1.0.300.v200706062140,org.eclipse.wst.wsi.ui,1204565636375
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.0.v200802062329,org.eclipse.wst.jsdt.web.core,1204565636418
started,bundle,org.eclipse.jpt.core,1.1.0.v200712030000,org.eclipse.jpt.core,1204565636479
started,bundle,org.eclipse.jst.j2ee.web,1.1.104.v200801291237,org.eclipse.jst.j2ee.web,1204565636525
