what,kind,bundleId,bundleVersion,description,time
activated,perspective,org.eclipse.jdt.ui,,org.eclipse.jdt.ui.JavaPerspective,1204562308499
started,bundle,org.eclipse.osgi,3.4.0.v20080205,org.eclipse.osgi,1204562308503
started,bundle,org.eclipse.equinox.common,3.4.0.v20080201,org.eclipse.equinox.common,1204562308504
started,bundle,org.eclipse.update.configurator,3.2.200.v20080107,org.eclipse.update.configurator,1204562308504
started,bundle,org.eclipse.core.runtime,3.4.0.v20080201,org.eclipse.core.runtime,1204562308505
started,bundle,com.ibm.icu,3.8.1.v20080103,com.ibm.icu,1204562308505
started,bundle,org.eclipse.core.contenttype,3.3.0.v20080201,org.eclipse.core.contenttype,1204562308506
started,bundle,org.eclipse.core.databinding,1.1.0.I20080204-0011,org.eclipse.core.databinding,1204562308531
started,bundle,org.eclipse.core.expressions,3.4.0.v20080204-1800,org.eclipse.core.expressions,1204562308531
started,bundle,org.eclipse.core.filebuffers,3.3.100.v20080204-1800,org.eclipse.core.filebuffers,1204562308532
started,bundle,org.eclipse.core.filesystem,1.2.0.v20071207,org.eclipse.core.filesystem,1204562308533
started,bundle,org.eclipse.core.jobs,3.3.100.v20071207,org.eclipse.core.jobs,1204562308533
started,bundle,org.eclipse.core.net,1.0.100.I20080207-0700,org.eclipse.core.net,1204562308534
started,bundle,org.eclipse.core.resources,3.4.0.v20080205,org.eclipse.core.resources,1204562308535
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.100.v20070502,org.eclipse.core.runtime.compatibility.auth,1204562308535
started,bundle,org.eclipse.core.runtime.compatibility,3.2.0.v20071008,org.eclipse.core.runtime.compatibility,1204562308538
started,bundle,org.eclipse.core.variables,3.2.0.v20070910,org.eclipse.core.variables,1204562308538
started,bundle,org.eclipse.debug.core,3.4.0.v20080204,org.eclipse.debug.core,1204562308539
started,bundle,org.eclipse.equinox.app,1.0.100.v20080201,org.eclipse.equinox.app,1204562308539
started,bundle,org.eclipse.equinox.preferences,3.2.200.v20080201,org.eclipse.equinox.preferences,1204562308540
started,bundle,org.eclipse.equinox.registry,3.4.0.v20080201,org.eclipse.equinox.registry,1204562308541
started,bundle,org.eclipse.help,3.3.100.v20080205,org.eclipse.help,1204562308542
started,bundle,org.eclipse.jdt.apt.core,3.3.100.v20080114-1450,org.eclipse.jdt.apt.core,1204562308542
started,bundle,org.eclipse.jdt.core.manipulation,1.2.0.v20080204-1800,org.eclipse.jdt.core.manipulation,1204562308543
started,bundle,org.eclipse.jdt.core,3.4.0.v_836,org.eclipse.jdt.core,1204562308544
