what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.jst.jsf.standard.tagsupport,1.0.1.v20080205,org.eclipse.jst.jsf.standard.tagsupport,1204574310312
stopped,bundle,org.eclipse.jst.pagedesigner.jsp.core,1.0.1.v20080205,org.eclipse.jst.pagedesigner.jsp.core,1204574310313
stopped,bundle,org.eclipse.jst.jsf.common,1.0.1.v20080205,org.eclipse.jst.jsf.common,1204574310313
stopped,bundle,org.eclipse.wst.jsdt.web.support.jsp,1.0.0.v200712171755,org.eclipse.wst.jsdt.web.support.jsp,1204574310314
stopped,bundle,org.eclipse.jst.jsp.ui,1.1.300.v200801310255,org.eclipse.jst.jsp.ui,1204574310314
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.201.v200712060346,org.eclipse.jst.ws.axis2.ui,1204574310324
stopped,bundle,org.eclipse.jst.ws.uddiregistry,1.0.300.v200711022106,org.eclipse.jst.ws.uddiregistry,1204574310334
stopped,bundle,org.eclipse.jst.ws.ui,1.0.302.v200801240414,org.eclipse.jst.ws.ui,1204574310335
stopped,bundle,org.eclipse.jdt.ui,3.4.0.v20080207-0800,org.eclipse.jdt.ui,1204574310335
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,2.3.0.I20080221-2200,org.eclipse.mylyn.bugzilla.ui,1204574310335
stopped,bundle,org.eclipse.mylyn.ide.ui,2.3.0.I20080221-2200,org.eclipse.mylyn.ide.ui,1204574310345
stopped,bundle,org.eclipse.mylyn.resources.ui,2.3.0.I20080221-2200,org.eclipse.mylyn.resources.ui,1204574310346
stopped,bundle,org.eclipse.mylyn.web.ui,2.3.0.I20080221-2200,org.eclipse.mylyn.web.ui,1204574310351
stopped,bundle,org.eclipse.mylyn.context.ui,2.3.0.I20080221-2200,org.eclipse.mylyn.context.ui,1204574310351
stopped,bundle,org.eclipse.mylyn.help.ui,2.3.0.I20080221-2200,org.eclipse.mylyn.help.ui,1204574310425
stopped,bundle,org.eclipse.mylyn.tasks.ui,2.3.0.I20080221-2200,org.eclipse.mylyn.tasks.ui,1204574310426
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.300.v200801310255,org.eclipse.wst.dtd.ui,1204574310468
stopped,bundle,org.eclipse.wst.wsdl.ui,1.2.100.v200802121735,org.eclipse.wst.wsdl.ui,1204574310519
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.101.v200802120400,org.eclipse.wst.xsd.ui,1204574310548
stopped,bundle,org.eclipse.wst.jsdt.web.ui,1.0.0.v200802062329,org.eclipse.wst.jsdt.web.ui,1204574310560
stopped,bundle,org.eclipse.wst.web.ui,1.1.101.v200802060300,org.eclipse.wst.web.ui,1204574310566
stopped,bundle,org.eclipse.wst.html.ui,1.0.300.v200801310255,org.eclipse.wst.html.ui,1204574310566
stopped,bundle,org.eclipse.wst.css.ui,1.0.300.v200801310255,org.eclipse.wst.css.ui,1204574310582
stopped,bundle,org.eclipse.wst.wsi.ui,1.0.300.v200706062140,org.eclipse.wst.wsi.ui,1204574310582
stopped,bundle,org.eclipse.wst.xml.ui,1.0.400.v200802130010,org.eclipse.wst.xml.ui,1204574310593
